split,label,location,source_wav_relpath,clip_wav_relpath
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_10000000_104.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_10772000_47.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_10828000_36.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_10868000_134.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_10968000_154.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_1128000_32.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_11308000_115.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_11368000_102.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_11792000_37.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_11864000_220.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_12208000_265.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_13652000_137.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_1372000_180.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_13792000_277.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_14224000_15.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_14560000_131.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_14672000_58.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_14780000_71.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_15028000_30.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_15196000_184.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_15208000_163.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_15472000_228.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_15660000_100.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_1596000_267.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_16084000_217.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_16276000_28.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_16300000_253.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_1632000_266.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_16716000_270.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_16940000_92.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_17620000_84.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_18064000_19.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_18336000_18.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_18576000_212.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_18984000_181.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_19344000_62.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_1940000_214.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_19440000_79.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_19592000_99.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_20044000_41.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_2008000_179.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_20188000_117.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_21996000_206.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_23456000_241.wav
test,neg,ecoguns,Gunshot/Training/ecoguns/Sounds/Tree3_20180517_000000.wav,neg/ecoguns/Tree3_20180517_000000_neg_23612000_226.wav
